,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,ZipCodes
3,45935,Room in Beautiful Townhouse.,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,,,1,83,0,,
120,63588,LL3,295128,Carol Gloria,Bronx,Clason Point,40.81161,-73.85499,Private room,89,30,0,,,6,15,0,,
126,63610,DOMINIQUE'S mini guest suite Efficiency pad* Metro,310670,Vie,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,99,2,53,2022-08-27,0.46,6,360,6,,
224,71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,90,30,15,2022-07-22,0.3,2,249,5,,
255,245544,NY/ Big Room for 2 near Manhattan,1260921,Victor,Bronx,Kingsbridge,40.8666,-73.90061,Private room,49,3,114,2022-04-20,0.97,2,257,2,,
265,182177,A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273,Christian & Carla,Bronx,Allerton,40.86502,-73.85496,Entire home/apt,173,2,328,2022-08-20,2.45,2,320,16,,
267,169306,Affordable & Cozy,806214,Vanessa,Bronx,University Heights,40.85981,-73.9063,Private room,40,7,157,2022-08-12,1.16,1,257,15,,
482,385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Bronx,Spuyten Duyvil,40.88095,-73.91701,Entire home/apt,136,2,113,2022-09-02,1.47,1,326,30,,
610,444430,comfy room minutes from museums,420542,Danielle,Bronx,Mott Haven,40.81081,-73.9237,Private room,52,30,23,2018-03-27,0.19,1,0,0,,
622,449680,Artfully Decorated 2 Bedroom Apt,1812871,Karen,Bronx,Longwood,40.81627,-73.90128,Entire home/apt,93,30,95,2020-11-30,0.77,1,64,0,,
864,759901,GREAT PRICE for GREAT GUESTS ONLY,873273,Christian & Carla,Bronx,Allerton,40.8666,-73.85532,Private room,85,21,43,2022-07-24,0.36,2,350,1,,
963,785097,Beautiful New Apartment/ spacious,4137840,Angie,Bronx,Melrose,40.82301,-73.91396,Private room,65,4,10,2015-10-10,0.08,1,0,0,,
1067,958444,Great 1BD Apt- water front City Island Bronx NY,5214644,Noelva,Bronx,City Island,40.8524,-73.78768,Entire home/apt,117,30,109,2022-07-06,0.97,2,0,6,,
1219,1026683,Mi Casa Tu Casa Guesthouse Mexico,5652395,Julio,Bronx,Concourse,40.82102,-73.92702,Private room,85,1,19,2022-06-12,0.19,2,241,5,,
1220,1187643,PRIVATE ROOM IN NYC ARTIST STUDIO,6494389,Daniel,Bronx,Port Morris,40.80858,-73.92983,Private room,75,6,96,2022-08-04,0.86,1,285,12,,
1247,1205815,"Entire Townhouse w/Backyard: 2 Doubles, 2 Floors.",6586128,Martine,Bronx,Port Morris,40.80065,-73.91337,Entire home/apt,145,30,2,2015-08-07,0.02,3,89,0,,
1361,1278784,Private room minutes from midtown!,6959061,Roque,Bronx,Longwood,40.81341,-73.90544,Private room,70,3,170,2022-05-01,1.53,1,218,11,,
1431,1490223,Full Floor with Private Backyard in Townhouse,6586128,Martine,Bronx,Port Morris,40.80056,-73.91306,Entire home/apt,91,30,24,2022-07-31,0.22,3,62,1,,
1474,1693028,Private Room with adjoining bathroom,8918030,Theodore,Bronx,Williamsbridge,40.8827,-73.86281,Private room,54,1,23,2019-12-08,0.38,1,0,0,,
1498,1739847,Welcome to a beautiful Quiet Bronx.,8989844,Ronald,Bronx,Soundview,40.81975,-73.87568,Private room,94,30,55,2022-05-18,0.53,1,365,1,,
1567,1934765,"One Bedroom Apt, Suitable for Two",10012271,Karmesha,Bronx,Parkchester,40.83645,-73.86634,Entire home/apt,195,30,1,2015-01-01,0.01,1,0,0,,
1580,1936633,Great 1BD waterfront City Island NY,10018391,Alex,Bronx,City Island,40.85343,-73.78811,Entire home/apt,110,30,111,2022-08-31,1.06,1,32,3,,
1630,1956677,"The ""Humphrey Bogart""",120623,David,Bronx,Mott Haven,40.80848,-73.92792,Entire home/apt,185,30,16,2018-09-26,0.15,1,83,0,,
1663,2062630,Large 1 bedroom apartment (shared),6313448,Lexy,Bronx,Bronxdale,40.85593,-73.86528,Entire home/apt,80,30,1,2014-08-19,0.01,1,0,0,,
1871,2435198,"Lovely Private Bedroom in Vibrant Bronx, NY",12446529,Migdalia,Bronx,Soundview,40.82414,-73.8596,Private room,69,3,48,2022-07-21,0.47,2,35,6,,
1935,2296024,Three bedroom upscale condo,2321783,Donna,Bronx,Spuyten Duyvil,40.88489,-73.91597,Entire home/apt,304,7,8,2021-09-06,0.09,1,336,0,,
2060,2772111,It's very warm and friendly.,14176488,Ada Azra,Bronx,Fordham,40.86647,-73.88529,Shared room,60,30,13,2020-01-30,0.13,2,363,0,,
2100,2793355,Huge 1 bedroom apt/natural light- entire space,8127120,Ann-Sylvia,Bronx,Norwood,40.87726,-73.88174,Entire home/apt,50,60,0,,,1,0,0,,
2149,2814931,Large New York style loft,14399467,Caroline,Bronx,Port Morris,40.80656,-73.928,Entire home/apt,120,30,89,2017-11-11,0.92,2,0,0,,
2157,2669366,"Priv. Room in a House, 15min to Manhattan",13664245,Denise,Bronx,Claremont Village,40.84217,-73.91198,Private room,40,7,62,2022-07-23,0.6,2,75,1,,
2186,2848235,Perfect 1 Person room in beautiful home,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85568,-73.9137,Private room,45,3,187,2022-08-14,1.84,4,3,22,,
2193,3039110,Yankee stadium Single room overlooking Backyard,8159536,Genae,Bronx,Concourse Village,40.83178,-73.91817,Private room,30,3,25,2021-01-03,0.26,4,143,0,,
2204,2719640,Spacious Sunny Office & Suite on a Private Floor,6586128,Martine,Bronx,Port Morris,40.80233,-73.91473,Entire home/apt,92,10,40,2022-08-06,0.46,3,2,6,,
2324,3312276,"Cozy studio/kitchen, bathroom",14214034,Desmar,Bronx,Mott Haven,40.81611,-73.92491,Entire home/apt,80,1,143,2022-08-22,1.44,1,274,21,,
2332,3185829,2BR Private Apt Guest Homestay,16151285,Carol,Bronx,Williamsbridge,40.88103,-73.8486,Entire home/apt,90,4,78,2022-08-15,0.79,6,348,7,,
2342,3191678,Private Room in Riverdale NY,335923036,Mohammed,Bronx,Fieldston,40.89711,-73.89993,Private room,80,30,43,2022-05-26,0.47,3,311,2,,
2378,3485449,The Most Affordable |PRIVATE ROOM| in a BROWNSTONE,17264040,Junior,Bronx,Mount Hope,40.85229,-73.90771,Private room,104,1,44,2022-08-29,2.99,4,169,33,,
2421,3507112,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,Richard,Bronx,Longwood,40.81182,-73.90371,Private room,99,30,11,2016-03-19,0.11,1,364,0,,
2488,3543839,The Most Modern  | PRIVATE ROOM | in a BROWNSTONE,17264040,Junior,Bronx,Mount Hope,40.8507,-73.90823,Private room,104,1,12,2022-08-18,2.01,4,169,12,,
2541,3627326,Spain Room,5652395,Julio,Bronx,Concourse Village,40.81876,-73.92691,Private room,115,1,9,2022-03-19,0.15,2,338,4,,
2577,3655007,Great Room for International Students!,18492106,Sharon,Bronx,Wakefield,40.88805,-73.85311,Private room,30,30,12,2018-09-15,0.2,1,0,0,,
2633,3769052,Great Sunny Spacious Room,3086826,Melody,Bronx,Mount Hope,40.84826,-73.91062,Private room,45,30,89,2021-10-30,0.91,1,358,2,,
2675,3939086,"Call this Home (for a spell, at least....)",881214,Mysia,Bronx,Mott Haven,40.80866,-73.92069,Private room,45,30,14,2017-08-26,0.16,1,0,0,,
2720,3953314,Hamiltons Hideway Lower Level Apt NYC,295128,Carol Gloria,Bronx,Clason Point,40.81167,-73.85387,Private room,154,2,24,2021-06-20,0.26,6,15,0,,
2721,3953415,LL2,295128,Carol Gloria,Bronx,Clason Point,40.81204,-73.85526,Private room,75,30,0,,,6,15,0,,
2736,4020425,❤️ Historic Home NEXT to Metro w/ Backyard & Deck ⭐️,20843936,Linda,Bronx,Mott Haven,40.80948,-73.9243,Private room,95,3,20,2022-07-16,0.41,2,295,2,,
2756,3839364,"Beautiful, Bright 1 Bed in Riverdale",9332835,Karen,Bronx,Fieldston,40.89034,-73.90325,Entire home/apt,75,30,5,2021-12-04,0.08,1,125,1,,
2761,4031463,Comfortable Private space with a terrace,20900568,Mike,Bronx,Norwood,40.87647,-73.87626,Private room,60,30,121,2022-06-04,1.24,1,266,2,,
2763,4032229,Beautiful airy room -1 PERSON,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85688,-73.9154,Private room,46,2,168,2022-08-22,1.76,4,5,23,,
2790,4039789,Harmonious Sanctuary near Yankee Stadium.,20945243,Michael,Bronx,Concourse Village,40.83264,-73.91681,Entire home/apt,90,30,1,2017-05-12,0.02,1,0,0,,
2807,4296710,NICE SPACE IN NYC,1260921,Victor,Bronx,Kingsbridge,40.86639,-73.90151,Private room,51,3,120,2022-08-14,1.28,2,313,18,,
2861,4067820,Bed  comme a la maison,21096298,Ruver,Bronx,Unionport,40.82914,-73.85473,Private room,60,1,136,2022-09-03,1.59,1,344,40,,
2863,4181828,"Couch in the Bronx, near Yankee Stadium",21694428,Elvis,Bronx,Concourse Village,40.83401,-73.9168,Shared room,35,2,27,2022-08-24,0.33,1,3,5,,
2907,4216435,Cozy hideaway,1361993,Daniel,Bronx,Kingsbridge,40.8838,-73.89513,Entire home/apt,110,30,0,,,1,0,0,,
3065,4456312,Cute & Cozy Room for Travel Nurses & Med Students,3551179,Veralisa,Bronx,Kingsbridge,40.8782,-73.89468,Private room,58,30,28,2022-08-04,0.33,1,173,3,,
3137,4504049,Blissfully Quiet Room,16151285,Carol,Bronx,Williamsbridge,40.87954,-73.85003,Private room,55,30,33,2022-06-08,0.37,6,311,3,,
3230,4738429,M3 Hamilton's Hideaway Studio,295128,Carol Gloria,Bronx,Clason Point,40.81215,-73.85503,Private room,121,1,18,2020-12-12,0.26,6,15,0,,
3267,4632852,"Spacious, rustic barn style bedroom",23991556,Natasha,Bronx,Concourse,40.83559,-73.92011,Private room,89,30,9,2017-10-16,0.1,1,249,0,,
3340,4904582,Boutique Retreat,25249481,Jacqueline,Bronx,Mount Hope,40.84972,-73.90408,Private room,40,14,5,2017-06-17,0.06,1,341,0,,
3450,4963237,Dominique's 2 bedrm LL cosy NY crashPad*St Pkg*WOW,310670,Vie,Bronx,Eastchester,40.87893,-73.83413,Entire home/apt,141,2,30,2022-07-17,0.39,6,329,12,,
3451,4963511,Vie's 3bedrm crashpad* sleeps7 *Metro*street prkg,310670,Vie,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,224,2,22,2022-05-19,0.42,6,359,2,,
3454,4967098,"Bronx, 1Bdrm in 3Bdrm Apt.",25605654,Cindy,Bronx,Morris Park,40.85456,-73.85709,Private room,50,30,2,2015-02-23,0.02,1,0,0,,
3456,4795390,Cozy Private Room,16151285,Carol,Bronx,Williamsbridge,40.88054,-73.84811,Private room,43,30,17,2019-12-20,0.19,6,219,0,,
3602,5288228,Sunny Room across CrotonaPark for Women Only Space,860636,Shawn(Ta),Bronx,East Morrisania,40.83928,-73.88631,Private room,39,30,15,2018-10-01,0.16,3,0,0,,
3631,5495927,Crotona Park Sunny Room at SUMMIT!,860636,Shawn(Ta),Bronx,Tremont,40.84041,-73.88835,Private room,40,30,25,2018-09-30,0.27,3,0,0,,
3692,5354796,Spacious airy room perfect for two!,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85477,-73.91597,Private room,61,2,156,2022-08-12,1.71,4,7,18,,
3714,5374912,3 bedroom home for groups and families,27863482,Maryjoan,Bronx,Mott Haven,40.80899,-73.91489,Entire home/apt,385,30,0,,,2,0,0,,
3833,6055964,Beautiful Private Room,16151285,Carol,Bronx,Williamsbridge,40.88096,-73.84998,Private room,42,30,1,2016-09-26,0.01,6,221,0,,
3834,6055980,AFFORDABLE TWIN PRIVATE ROOM,16151285,Carol,Bronx,Williamsbridge,40.87969,-73.85015,Private room,67,30,6,2017-12-16,0.07,6,36,0,,
3837,6066563,Garden House in the East Bronx,19810363,Eric,Bronx,Clason Point,40.81241,-73.85639,Entire home/apt,110,2,179,2022-08-19,2.03,1,62,24,,
3849,5871372,Tiny Private Garden Studio,5309143,Ayesha,Bronx,Williamsbridge,40.8791,-73.86345,Private room,130,5,120,2022-06-09,1.57,1,204,10,,
3895,5889379,"Che' Randall 
SoBro
10 min from Manhattan!",30585124,Rawn,Bronx,Longwood,40.81831,-73.90816,Private room,55,5,40,2022-02-05,0.66,3,44,8,,
3901,5749147,Quiet Attic Room for Single Female Traveler,860636,Shawn(Ta),Bronx,Tremont,40.84102,-73.88694,Private room,31,30,11,2018-10-02,0.17,3,0,0,,
3957,5803068,AFFORDABLE COZY PRIVATE ROOM,16151285,Carol,Bronx,Williamsbridge,40.88039,-73.84798,Private room,45,30,31,2022-01-01,0.35,6,361,1,,
3996,6180121,Modern Vibrant Large Cozy Bedroom* 正面能量,8826175,Grover,Bronx,Concourse,40.81943,-73.92911,Entire home/apt,69,30,136,2020-11-03,1.53,3,74,0,,
4068,6244089,Modern 3BR Brownstone Apartment,17264040,Junior,Bronx,Mount Hope,40.84815,-73.90448,Entire home/apt,364,3,81,2022-07-05,0.91,4,175,14,,
4104,6256470,⭐️⭐️ The Most Affordable 3BR Apartment  ⭐️⭐️,17264040,Junior,Bronx,Mount Hope,40.84625,-73.90436,Entire home/apt,364,3,112,2022-07-02,1.29,4,175,14,,
4207,6395433,Charming Private Suite in the South Bronx,23693099,Justin,Bronx,Concourse Village,40.82648,-73.91541,Entire home/apt,50,2,137,2020-06-14,1.61,1,0,0,,
4248,6421429,Vie's Lower lvl mini 1br pad*AC*pvt entrance*Metro,310670,Vie,Bronx,Eastchester,40.8816,-73.83533,Entire home/apt,126,2,12,2021-10-05,0.17,6,343,2,,
4251,6557289,1 Room in a 2 Bedroom Available,7074531,Jonathan,Bronx,Longwood,40.82707,-73.90583,Private room,680,30,0,,,1,0,0,,
4339,6699725,Quiet room around corner fr. Subway,34914311,Sandrine,Bronx,Longwood,40.81816,-73.90464,Private room,99,30,0,,,1,0,0,,
4350,6705604,Beautiful Private Bedroom in NY,35103293,Maria,Bronx,Fordham,40.87083,-73.88706,Private room,45,30,40,2018-11-27,0.46,1,0,0,,
4389,6726337,Beautiful 2 Bedroom Apartment!! NYC,21444167,Rony,Bronx,Kingsbridge,40.88232,-73.90621,Entire home/apt,121,30,16,2021-06-26,0.19,2,216,0,,
4555,6939597,Brownstone garden apartment with access to patio,2723812,Libertad,Bronx,Mott Haven,40.81149,-73.92376,Entire home/apt,100,4,75,2022-08-21,0.86,1,278,8,,
4569,7010332,Belmont manor,1523206,Ana,Bronx,Belmont,40.85371,-73.88757,Private room,45,30,0,,,1,0,0,,
4800,7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Bronx,Concourse,40.82381,-73.92725,Entire home/apt,110,30,1,2015-08-08,0.01,1,0,0,,
4964,7501694,Prolonged Traveler's Dream( a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81245,-73.88756,Private room,60,30,21,2022-01-01,0.25,6,354,1,,
4966,7502146,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81465,-73.88872,Private room,50,30,28,2021-04-01,0.33,6,359,0,,
5068,7686940,The Wielingen,40371157,Jimmy,Bronx,Longwood,40.82576,-73.90124,Private room,95,30,182,2019-01-01,2.11,2,0,0,,
5076,7692660,Prolonged Traveler's Dream(a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81398,-73.88751,Private room,50,30,29,2022-07-05,0.34,6,360,5,,
5162,7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81288,-73.88736,Private room,40,30,26,2022-07-17,0.31,6,312,4,,
5215,7949480,City Island Sanctuary BR & Pvt Bath à la française,119445,Linda & Didier,Bronx,City Island,40.85187,-73.78914,Private room,123,1,83,2020-01-31,1.03,1,278,0,,
5448,8324941,Charming studio apartment,43885876,Nicholas,Bronx,Pelham Bay,40.8534,-73.82815,Shared room,150,30,0,,,1,364,0,,
5505,8365647,1 Bedroom/1 Bathroom in Riverdale (close to HIR),10024006,Long,Bronx,Riverdale,40.88635,-73.90974,Private room,65,1,202,2019-05-18,2.38,1,0,0,,
5533,8554547,Modern apartment for sublet,38515690,Gerald,Bronx,Norwood,40.87303,-73.88001,Entire home/apt,70,7,15,2022-07-17,0.18,1,352,6,,
5550,8518051,Cozy Living Environment,44850669,Taft,Bronx,Clason Point,40.81767,-73.86303,Entire home/apt,100,30,70,2020-01-02,0.83,1,342,0,,
5576,8673141,Near Yankee Stadium,45557152,Rodney,Bronx,Morrisania,40.82424,-73.91316,Entire home/apt,225,30,0,,,1,0,0,,
5711,8756017,BronxHattan,26129793,Corey,Bronx,Fordham,40.86677,-73.89578,Private room,65,30,0,,,1,0,0,,
5715,8901538,WELCOME TO MY HUMBLE ABODE!!!!!,46562860,Paisha,Bronx,Longwood,40.82247,-73.8876,Private room,70,30,8,2018-01-03,0.1,1,363,0,,
5736,8967396,Gem in Bronx,39097380,Raz,Bronx,Clason Point,40.80857,-73.85073,Entire home/apt,115,30,3,2022-07-06,0.29,1,364,3,,
5939,9147025,Cozy City Island Cottage,403032,Diane,Bronx,City Island,40.84637,-73.78857,Entire home/apt,195,3,171,2022-09-02,2.1,1,167,17,,
6017,9312190,"Gorgeous, convenient apt, sleeps 7",6930315,Diana,Bronx,Concourse,40.81977,-73.92752,Entire home/apt,170,30,0,,,1,0,0,,
6386,9710538,Beautiful apartment with a loft.,50132533,Kristy,Bronx,Riverdale,40.88422,-73.90886,Entire home/apt,85,30,0,,,1,0,0,,
6524,9846114,"Spacious, Sunny,Beautiful Apartment",20271650,Bj,Bronx,Mott Haven,40.81088,-73.90733,Private room,64,30,37,2019-11-03,0.45,1,0,0,,
6525,9788114,Beautiful Whole Private Apt with Huge Backyard.,785524,Eric,Bronx,Concourse,40.81965,-73.92911,Entire home/apt,139,1,400,2022-08-27,4.93,2,34,78,,
6765,10014783,Super cozy room,51430742,Jan,Bronx,Morris Heights,40.85246,-73.91615,Private room,60,2,43,2021-11-01,0.57,1,352,1,,
6937,10321100,Historical Highbridge/YankeeVillage,23091281,Sharon,Bronx,Concourse,40.83227,-73.91983,Private room,59,2,70,2022-07-31,0.91,3,351,8,,
7073,10807838,Rest well room Near Public Transport and shopping,55948559,Barry,Bronx,Pelham Gardens,40.86677,-73.84056,Private room,40,1,182,2022-08-23,2.41,5,42,59,,
7137,11147993,A SUPERB One Bedroom Apartment,57954654,Olu,Bronx,Williamsbridge,40.87443,-73.85909,Entire home/apt,86,30,183,2020-03-20,2.39,1,249,0,,
7175,10947986,Entire 1br apartment in Riverdale,56775169,Rose,Bronx,Kingsbridge,40.88299,-73.9086,Entire home/apt,99,30,1,2018-05-20,0.02,1,0,0,,
7181,11194693,NYC Private Apt by Subway and Yankee Stadium,29510402,Douglas,Bronx,Longwood,40.82319,-73.90341,Entire home/apt,57,119,233,2020-04-15,2.93,3,0,0,,
7218,11020169,Luxurious  one bedroom apartment in a quiet area.,57165692,Charles,Bronx,Baychester,40.87185,-73.84109,Entire home/apt,100,3,309,2022-08-27,3.87,2,156,24,,
7252,11320482,living affordably in prim RIVERDALE,24789838,Alex,Bronx,Kingsbridge,40.88451,-73.89817,Private room,45,30,0,,,2,0,0,,
7302,11371535,Cozy and bright bedroom with a queen size bed.,55618434,Donald,Bronx,Bronxdale,40.85306,-73.86644,Private room,40,30,104,2022-07-03,1.32,1,154,3,,
7333,11138823,A beautiful Cozy 1 BR Apartment.,57885474,Shully'S,Bronx,Wakefield,40.89858,-73.85896,Entire home/apt,103,3,245,2022-06-30,3.13,5,329,19,,
7345,11497938,One Bedroom with kids room / office,60501531,John,Bronx,Spuyten Duyvil,40.88045,-73.91825,Entire home/apt,100,186,7,2016-07-30,0.09,1,364,0,,
7347,11751916,Large 2BR apt. steps from Subway,62530335,Adam,Bronx,Mott Haven,40.81814,-73.92817,Entire home/apt,124,30,0,,,1,0,0,,
7392,11639297,Modern New Condo  20 minutes to upper west side,61699814,Shanthi,Bronx,Kingsbridge,40.87777,-73.90013,Private room,39,7,11,2022-03-31,0.21,2,114,2,,
7694,12345615,Natural light comfortable room!,52196858,Danny,Bronx,Parkchester,40.83836,-73.85775,Private room,94,1,417,2022-09-03,5.41,2,75,94,,
7756,12496118,Entire Home in NYC- 2 bedroom/Private Entrance,11305944,Yahaira,Bronx,Allerton,40.86768,-73.8605,Entire home/apt,157,2,116,2022-08-18,1.5,4,328,32,,
7783,12390529,Natural light spacious and immaculate!,52196858,Danny,Bronx,Parkchester,40.83825,-73.85661,Private room,79,1,177,2022-09-04,2.4,2,65,33,,
7824,12405814,Sunny + Family Friendly Artist's Apartment,1468472,Eugenia,Bronx,Longwood,40.81361,-73.90398,Entire home/apt,90,30,4,2018-08-03,0.08,1,0,0,,
7827,12701430,Stylish and Comfy Apartment in the heart of NYC,46708895,Victor,Bronx,Mount Hope,40.84768,-73.90531,Entire home/apt,199,2,23,2022-07-26,0.31,2,87,19,,
8015,12988898,,71552588,Andrea,Bronx,Fordham,40.86046,-73.88378,Shared room,130,30,0,,,1,0,0,,
8104,12955940,"large, affordable, clean,convenient",71211231,Ehsan,Bronx,Fordham,40.85575,-73.90006,Private room,34,30,2,2016-06-14,0.03,1,0,0,,
8154,13130744,Uptown Bronx Apartment,73126926,Real Estate To Go,Bronx,Olinville,40.88472,-73.86267,Private room,90,3,260,2021-06-29,3.39,1,0,0,,
8264,13348000,"Home*Sweet*Home
Beautiful Throggsneck Area",69546772,Dave And Chachy,Bronx,Throgs Neck,40.83013,-73.81743,Entire home/apt,99,2,238,2022-04-24,3.14,1,233,11,,
8278,13436258,One Bedroom Apartment  in TownHouse,5944946,Nicole,Bronx,Concourse,40.81896,-73.92782,Entire home/apt,110,1,140,2022-07-03,1.88,1,280,18,,
8295,13451811,New York City's Best Kept Secret🙊,23091281,Sharon,Bronx,Concourse,40.83106,-73.92168,Entire home/apt,76,30,103,2021-11-18,1.36,3,336,1,,
8346,13480134,cosy room with all confort,51329030,Zakaria,Bronx,Longwood,40.82745,-73.89756,Private room,29,30,11,2016-11-18,0.15,1,0,0,,
8418,13507677,NYC 2500 sq ft home near yankee stadium/subway,29510402,Douglas,Bronx,Longwood,40.82287,-73.9026,Entire home/apt,400,1,4,2022-09-05,0.48,3,77,4,,
8420,13508567,"spacious, clean place in quiet building",75398380,Maris,Bronx,Kingsbridge,40.86209,-73.91202,Entire home/apt,120,30,0,,,1,0,0,,
8472,13688739,Comfy Cave Inn,79752355,Eduardo,Bronx,Fordham,40.85972,-73.89461,Entire home/apt,65,30,9,2017-09-02,0.12,1,0,0,,
8637,13864705,Your home away from home...,81953225,Donald,Bronx,Wakefield,40.89535,-73.85623,Private room,22,30,63,2018-09-21,0.85,1,0,0,,
8710,14042426,Riverdale - Room with Breakfast for Ladies Only,17365319,Fahmida,Bronx,Kingsbridge,40.88312,-73.90437,Private room,53,30,19,2019-11-18,0.26,1,66,0,,
8715,14049587,Bronx Ny flat. Great old building.,84248816,Robert,Bronx,Kingsbridge,40.88391,-73.89789,Entire home/apt,350,1,0,,,1,0,0,,
8802,13980502,"Convenient Room; by highway/parking, train, & bus",83333226,Josie,Bronx,Kingsbridge,40.87843,-73.90466,Private room,60,30,3,2016-10-08,0.04,1,0,0,,
8880,14138302,Spacious room minutes away from Manhattan,37267657,Felicia,Bronx,Claremont Village,40.84349,-73.90987,Private room,45,30,4,2019-01-15,0.05,2,35,0,,
8995,14472671,Unique and Cozy 1 bedroom Apt in quiet Pelham Bay,89188080,Honey,Bronx,Pelham Bay,40.85176,-73.83242,Entire home/apt,115,3,17,2022-09-04,2.64,1,313,17,,
9086,14575138,Extra Large room minutes away from Manhattan,37267657,Felicia,Bronx,Highbridge,40.83393,-73.92499,Private room,42,30,6,2018-11-05,0.08,2,37,0,,
9175,14945274,Bronx Retreat in Contemporary Apt,32357900,Tara,Bronx,Riverdale,40.89169,-73.90946,Private room,68,2,16,2017-09-01,0.22,1,0,0,,
9180,15336596,Private bedroom in artsy NYC apartment.,77010815,Eean,Bronx,Norwood,40.87251,-73.87727,Private room,50,3,38,2022-08-09,0.56,2,280,6,,
9232,14994076,Vie's 4 bedrm Crashpad* sleeps 9*Metro* Smart TV**,310670,Vie,Bronx,Eastchester,40.88177,-73.83444,Entire home/apt,325,2,12,2022-06-25,0.24,6,356,9,,
9282,15453985,Sunny Apartment Close to NYC's Major Attractions,99139601,Rosalia,Bronx,Mott Haven,40.81281,-73.90779,Entire home/apt,100,2,293,2022-07-20,4.1,1,106,32,,
9286,15461512,Spacious Private Bedroom in the North Bronx,99205045,Liliana,Bronx,Kingsbridge,40.88284,-73.89262,Private room,60,30,3,2019-07-28,0.04,1,0,0,,
9341,15085230,Bright 1 Bedroom Apt Near Attractions and Transit,5437444,Panthea,Bronx,Bronxdale,40.85526,-73.86549,Entire home/apt,84,30,24,2018-08-24,0.33,1,0,0,,
9366,15301748,Comfy Private Room w/ Big TV,94536810,Belkis,Bronx,Bronxdale,40.85627,-73.86304,Private room,45,30,83,2022-05-31,1.15,2,351,4,,
9369,15307603,Beautiful Large Room,92195100,Airamis,Bronx,Bronxdale,40.85172,-73.86706,Private room,42,30,113,2018-10-09,1.58,1,0,0,,
9401,15576821,Best accommodation N price /NYC professional room.,55948559,Barry,Bronx,Pelham Gardens,40.86473,-73.84078,Private room,44,1,169,2022-08-26,2.65,5,5,7,,
9522,15845669,Beautiful Renovated Apartment NYC.,21444167,Rony,Bronx,Kingsbridge,40.88169,-73.90691,Entire home/apt,92,30,75,2022-02-28,1.06,2,298,1,,
9589,16148036,Cozy bed in private living room,94536810,Belkis,Bronx,Bronxdale,40.85669,-73.86511,Private room,45,30,40,2022-01-31,0.58,2,243,2,,
9607,15926876,Renovated rooms. Newly furnished 5 min from nyc.,103345244,Jeff,Bronx,Kingsbridge,40.88516,-73.90487,Private room,70,30,1,2019-12-26,0.03,2,0,0,,
9662,16186828,Cleaning,563530,Misael,Bronx,Kingsbridge,40.8632,-73.90496,Private room,80,30,0,,,1,0,0,,
9683,16276294,Rental in a Uptown Cozy Apartment,32625342,Bianca,Bronx,Kingsbridge,40.88376,-73.90436,Private room,30,30,12,2019-12-26,0.17,2,0,0,,
9843,16425205,Room for rent (females ONLY),73550323,Chioma,Bronx,Parkchester,40.83907,-73.86678,Private room,35,30,1,2017-01-01,0.01,1,0,0,,
9869,16428383,2 blocks to 2 ⭐️⭐️⭐️⭐️⭐️,45247495,Carlos,Bronx,Fieldston,40.89338,-73.89789,Entire home/apt,151,6,28,2022-08-11,0.44,1,347,9,,
9892,16507804,Bright and airy room in a Bronx oasis,1635983,Sheila,Bronx,Schuylerville,40.83029,-73.83405,Private room,60,3,81,2022-08-22,1.25,3,92,14,,
9893,16511493,You Deserve The Royal Treatment.,108433379,Percy,Bronx,Norwood,40.87631,-73.87515,Entire home/apt,130,30,0,,,1,0,0,,
10055,16764130,Spacious Studio apt—1 Subway stop from Manhattan,41578662,Lucia,Bronx,Mott Haven,40.81125,-73.92553,Entire home/apt,90,30,2,2021-08-31,0.03,2,0,0,,
10083,17142987,Charming Apartment with Private Backyard,78154356,Mirela And Daniel,Bronx,Pelham Bay,40.84563,-73.82832,Entire home/apt,95,2,191,2022-08-07,2.81,1,288,39,,
10089,16777456,Large Studio New York-Bronx comfortable,24546033,Pietro,Bronx,Morris Park,40.84913,-73.85591,Private room,77,5,42,2022-06-07,0.68,1,124,8,,
10095,17044854,Great Place for Medical Students,1568820,Feginse,Bronx,Fordham,40.8559,-73.90086,Private room,64,4,34,2022-08-25,0.72,1,167,15,,
